id,character,dialogue,movie,race,is_evil
333,Aragorn,Eighty-seven.,The Two Towers ,human,false
334,Aragorn,There are few of us left.The Northern Kingdomwas destroyed long ago.,The Two Towers ,human,false
335,Gimli,"Aragorn! ,     Let's find some food. ",The Return of the King ,dwarf,false
336,Aragorn,They will hold.,The Two Towers ,human,false
337,Merry,"I'm ready! , Sorry. It isn't all that dangerous. It's not     even sharp. ",The Return of the King ,hobbit,false
338,Aragorn,Go.,The Two Towers ,human,false
339,Aragorn," F'ste, stille n',     f'ste, stille n'. Lac is drefed, gefr'gon. ",The Two Towers ,human,false
340,Aragorn,Hw't nemna' 'e? Hm? Hw't nemna' 'e? (,The Two Towers ,human,false
341,Aragorn,"Brego. 'in nama is cynglic. (,)",The Two Towers ,human,false
342,Aragorn,"Man le trasta, Brego? Man cenich? (,)",The Two Towers ,human,false
529,Aragorn,Who are you?Show yourself!,The Two Towers ,human,false
349,Gandalf,"Not at the towers! Aim for the trolls, kill the trolls!",The Return of the King ,maiar,false
350,Gandalf,Bring them down! ,The Return of the King ,maiar,false
351,Gandalf,"Fight them back! ,Peregrin Took! Go back to the Citadel.",The Return of the King ,maiar,false
352,Pippin,They called us out to fight. ,The Return of the King ,hobbit,false
353,Gandalf,This is no place for a Hobbit! ,The Return of the King ,maiar,false
354,Gandalf,"Guard of the Citadel indeed! , Now back up the hill     quickly. Quick! ",The Return of the King ,maiar,false
357,Aragorn,  I hold your oath fulfilled.  Go.  Be at peace.    ,The Return of the King ,human,false
358,Aragorn,Rohan.Home of the Horse-lords.There's something strange at work here.Some evil gives speedto these creatures.Sets its will against us.,The Two Towers ,human,false
359,Elrond,I come on behalf of one whom I love. Arwen is dying. She will not long     survive the evil that now spreads from Mordor. The light of the evenstar is     failing. As Sauron's power grows her strength wanes. Arwen's life is now     tied to the f,The Return of the King ,elf,false
361,Elrond," You ride to war     but not to victory. Sauron's armies ride on Minas Tirith, this you know.     But in secret he sends another force, which will attack, from the river.    , A fleet of Corsair ships sails from the South. They will be     in the ",The Return of the King ,elf,false
363,Elrond,There are those that dwell in the mountain. ,The Return of the King ,elf,false
364,Aragorn,The beacons of Minas Tirith! The beacons are lit! ,The Return of the King ,human,false
365,Elrond,"They will answer to the King of Gondor. , And'ril, the Flame of the West, forged from the shards of     Narsil. ",The Return of the King ,elf,false
366,Aragorn,Gondor calls for aid.,The Return of the King ,human,false
367,Aragorn,  If Sauron had the Ring we would know it.    ,The Return of the King ,human,false
368,Elrond,The man who can wield the power of this sword can summon to him an army     more deadly than any that walks this earth. Put aside the Ranger. Become     who you were born to be 'nen i-Estel Edain. ,The Return of the King ,elf,false
369,Aragorn,                    ,The Fellowship of the Ring ,human,false
370,Aragorn,Tis the Lady of L'thien. The Elf Maiden who gave her love     to Beren ... a mortal,The Fellowship of the Ring ,human,false
371,Pippin,What were you thinking Peregrin Took? What service can a Hobbit offer     such a great lord of men? ,The Return of the King ,hobbit,false
372,Aragorn, She died.    ,The Fellowship of the Ring ,human,false
373,Pippin,I didn't think they would find any livery that would fit me. ,The Return of the King ,hobbit,false
374,Aragorn,Men of the South are welcome here,The Fellowship of the Ring ,human,false
375,Pippin,This was yours? ,The Return of the King ,hobbit,false
376,Aragorn,I'm a friend of Gandalf the Grey,The Fellowship of the Ring ,human,false
382,Aragorn,Riders of Rohan......what news from the Mark?,The Two Towers ,human,false
383,Aragorn,"I am Aragorn, son of Arathorn.This is Gimli, son of Gloinand Legolas of the Woodland Realm.We are friends of Rohanand of Theoden, your king.",The Two Towers ,human,false
384,Aragorn,Do you ride with us?,The Return of the King ,human,false
385,Aragorn,  No.  There is still hope for Frodo.  He needs time and safe passage across the plains of    Gorgoroth.  We can give him that.    ,The Return of the King ,human,false
386,Aragorn,  Draw out Sauron's armies.  Empty his lands.   Then we gather our full strength and march on the Black Gate.    ,The Return of the King ,human,false
135,Orc,"  To the gate you slugs, now move it! ,  Don't you know we're at war?    ",The Return of the King ,orc,true
1999,Frodo,Bilbo have you been at the Gaffers homebrew ?,The Fellowship of the Ring ,hobbit,false
2026,Frodo,You're late!      ,The Fellowship of the Ring ,hobbit,false
136,Orc,  Company halt!  Inspection!    ,The Return of the King ,orc,true
146,Orc,    Move into the city. Kill all in your path. ,The Return of the King ,orc,true
147,Orc,  Break it up!  Break it up!    ,The Return of the King ,orc,true
148,Orc,"    Form ranks you maggots. Form ranks. Pikes in front, archers behind.    ",The Return of the King ,orc,true
1282,Frodo,Here. ,The Two Towers ,hobbit,false
1155,Pippin,    Merry!     ,The Return of the King ,hobbit,false
1156,Pippin,"  Merry! ,  Merry it's me.    ,  It's Pippin!     ",The Return of the King ,hobbit,false
1157,Merry,  I knew you'd find me.    ,The Return of the King ,hobbit,false
1158,Pippin, Yes.    ,The Return of the King ,hobbit,false
1159,Merry,  Are you going to leave me?    ,The Return of the King ,hobbit,false
1160,Pippin,"  No Merry, I'm going to look after you.    ",The Return of the King ,hobbit,false
1163,Legolas,"Come on, Gimli!",The Two Towers ,elf,false
1164,Gimli,Three days and nights pursuit.No food. No rest.And no sign of our quarrybut what bare rock can tell.,The Two Towers ,dwarf,false
1166,Legolas,They may yet be alive.,The Two Towers ,elf,false
1168,Legolas,"Come, Gimli! We're gaining on them!",The Two Towers ,elf,false
1169,Gimli,I'm wasted on cross-country.We Dwarves are natural sprinters.Very dangerous over short distances.,The Two Towers ,dwarf,false
1170,Merry,He's gone.,The Two Towers ,hobbit,false
1171,Pippin,Merry!,The Two Towers ,hobbit,false
1172,Treebeard,Hooom!,The Two Towers ,ent,false
1173,Merry,Aaagh! ,The Two Towers ,hobbit,false
1175,Pippin,"Run, Merry!",The Two Towers ,hobbit,false
1176,Treebeard,Little Orcs.,The Two Towers ,ent,false
1177,Pippin,"It's talking, Merry.The tree is talking.",The Two Towers ,hobbit,false
1178,Treebeard,Tree?I am no tree!I am an Ent.,The Two Towers ,ent,false
1179,Merry,A tree-herder.A shepherd of the forest.,The Two Towers ,hobbit,false
1180,Pippin,"Don't talk to it, Merry.Don't encourage it!",The Two Towers ,hobbit,false
1181,Treebeard,"Treebeard, some call me.",The Two Towers ,ent,false
1182,Pippin,And whose side are you on?,The Two Towers ,hobbit,false
1183,Treebeard,Side?I am on nobody's side......because nobody's on my sidelittle Orc.Nobody cares for the woods anymore.,The Two Towers ,ent,false
1184,Merry,We're not Orcs! We're Hobbits!,The Two Towers ,hobbit,false
1188,Gandalf,You shall not pass!,The Two Towers ,maiar,false
1190,Frodo,Gandalf!,The Two Towers ,hobbit,false
1191,Merry,It's Saruman's army.The war has started.,The Two Towers ,hobbit,false
1192,Sam,    Give me your hand. ,The Return of the King ,hobbit,false
1193,Sam,    Take my hand. ,The Return of the King ,hobbit,false
1194,Sam,"    No! , Don't you let go! Don't let go! Reeeaaach!    ",The Return of the King ,hobbit,false
1195,Merry,"    Frodo! ,Frodo!    ",The Return of the King ,hobbit,false
1196,Pippin,    Frodo.,The Return of the King ,hobbit,false
1197,Frodo,"    It's gone. , It's done.",The Return of the King ,hobbit,false
1198,Sam,    Yes Mr Frodo. It's over now.,The Return of the King ,hobbit,false
1199,Frodo,    I can see the Shire. The Brandywine River. Bag End. Gandalf's fireworks. The     lights on the party tree.,The Return of the King ,hobbit,false
1200,Sam,"    Rosie Cotton dancing. ,     She had ribbons in her hair. If ever I was to marry someone, it would have     been her. , It would've been her. ",The Return of the King ,hobbit,false
1201,Frodo,    I'm glad to be with you Samwise Gamgee here at the end of all things.     They hug.,The Return of the King ,hobbit,false
1205,Gandalf,    Steady! Steady! ,The Return of the King ,maiar,false
1206,Gandalf,    You are soldiers of Gondor. No matter what comes through that gate you will stand your ground.,The Return of the King ,maiar,false
1245,Pippin,I've always been taller than you.,The Two Towers ,hobbit,false
1246,Merry,"Pippin, everyone knows I'm the tall one.You're the short one.",The Two Towers ,hobbit,false
1247,Pippin,"Please, Merry.You're what? Three-foot-six? At the most?Whereas me, I'm pushing 3'7"". ,3'8""! ",The Two Towers ,hobbit,false
1252,Sam,  That's for Frodo!    ,The Return of the King ,hobbit,false
1253,Sam,  And the Shire!    ,The Return of the King ,hobbit,false
1254,Sam,  And that's for my old gaffer!    ,The Return of the King ,hobbit,false
1257,Sam,  Not if I stick you first!    ,The Return of the King ,hobbit,false
1259,Frodo,"  Oh Sam, I'm so sorry.  Sorry for everything.    ",The Return of the King ,hobbit,false
1260,Sam,  Let's get you out of here.     ,The Return of the King ,hobbit,false
1263,Legolas,The Uruks turn northeast.They are taking the Hobbits to lsengard.,The Two Towers ,elf,false
1265,Saruman,The world is changing.Who now has the strength to standagainst the armies of Isengard......and Mordor?To stand against the might of Sauronand Saruman......and the union of the two towers?,The Two Towers ,maiar,false
1266,Saruman,"Together, my Lord Sauron...... we shall rule this Middle-earth.",The Two Towers ,maiar,false
1267,Saruman,The Old World will burnin the fires of industry.The forests will fall.A new order will rise.We will drive the machine of warwith the sword and the spear...... and the iron fists of the Orc. We have only     to remove those who oppose us.,The Two Towers ,maiar,false
1268,Saruman,I want them armed and ready to marchwithin two weeks!,The Two Towers ,maiar,false
1289,Frodo,Gandalf!,The Two Towers ,hobbit,false
1290,Sam,"What is it, Mr. Frodo?",The Two Towers ,hobbit,false
2270,Sam,There's an eye-opener and no mistake,The Fellowship of the Ring ,hobbit,false
2271,Gimli,Oh!,The Fellowship of the Ring ,dwarf,false
2272,Gandalf,Gimli!,The Fellowship of the Ring ,maiar,false
2273,Gimli,"No, no , no",The Fellowship of the Ring ,dwarf,false
2294,Theoden, ,The Return of the King ,human,false
151,Orc,  Get back in the line you maggots!  Get back in the line you slugs!    ,The Return of the King ,orc,true
158,Witch-King,"    Do you not know death when you see it, old man? , This is my hour!    ",The Return of the King ,ringwraith,true
161,Witch-King,    You have failed! The world of men will fall. ,The Return of the King ,ringwraith,true
171,Mouth Of Sauron,  My master Sauron the Great bids thee welcome.    ,The Return of the King ,human,true
172,Mouth Of Sauron, Is there any in this rout with authority to treat with me?    ,The Return of the King ,human,true
175,Orc,    Fire at will! ,The Return of the King ,orc,true
186,Mouth Of Sauron,  Aha!  Old Greybeard!  I have a token I was bidden to show thee.     ,The Return of the King ,human,true
192,Mouth Of Sauron,"  The Halfling was dear to thee I see.  Know that he suffered greatly at the hands of his host.  Who would've thought one so small could endure so much pain?  And he did Gandalf, he did.    ",The Return of the King ,human,true
202,Orc,Fear. The city is rank with it! Ha ha ha ha. Let us ease their pain.     Release the prisoners! ,The Return of the King ,orc,true
214,Mouth Of Sauron, And who is this?  Isildur's heir?  It takes more to make a King than a broken Elvish blade.    ,The Return of the King ,human,true
243,Orc,What are you doing you useless scum? ,The Return of the King ,orc,true
310,Orc,Get back there and smash it down!,The Return of the King ,orc,true
321,Orc,"Catapults! , ha ha ha.    ",The Return of the King ,orc,true
332,Orc,"Grond will breach it! , Bring out the wolf's head.",The Return of the King ,orc,true
355,Orc,The age of men is over. The time of the Orc has come.,The Return of the King ,orc,true
356,Orc,The door wont give. It's too strong. ,The Return of the King ,orc,true
377,Orc,What of the wizard?,The Return of the King ,orc,true
378,Orc,But nothing can breach it! ,The Return of the King ,orc,true
379,Orc,Quiet. ,The Return of the King ,orc,true
380,Orc,"Grond, Grond, Grond, Grond,     Grond!",The Return of the King ,orc,true
2308,Merry, Pippin!,The Return of the King ,hobbit,false
381,Orc,"Grond, Grond, Grond, Grond! ",The Return of the King ,orc,true
443,Orc,Kill him.,The Return of the King ,orc,true
482,Orc,"March, march! March, march march! ",The Return of the King ,orc,true
483,Orc,"Faster! ,     Draw swords. ",The Return of the King ,orc,true
508,Witch-King,Send forth all legions. Do not stop the attack until the city is     taken. ,The Return of the King ,ringwraith,true
526,Witch-King,Slay them all!,The Return of the King ,ringwraith,true
527,Orc,"  Hands off! That shiny shirt, that's mine!    ",The Return of the King ,orc,true
528,Witch-King,I will break him.,The Return of the King ,ringwraith,true
999,Orc,He's......dead.He took a little tumble off the cliff.,The Two Towers ,orc,true
1060,Sauron,"    Aragorn! ,     Elessar! ",The Return of the King ,maiar,true
1088,Orc,I'm going to rip outyour filthy little innards!,The Two Towers ,orc,true
1089,Orc,Come here!,The Two Towers ,orc,true
1131,Orc,"  Come on then , come on!    ",The Return of the King ,orc,true
1134,Grima,No! ,The Return of the King ,human,true
1161,Orc,    The scum tried to knife me.  Kill him!    ,The Return of the King ,orc,true
1162,Grima,Ah! ,The Return of the King ,human,true
1165,Grima,"There were threewho followed the wizard.An Elf, a Dwarf and a Man.",The Two Towers ,human,true
1167,Grima,"No, from the North.One of the Dunedain RangersI thought he was.His cloth was poor.And yet he bore a strange ringTwo serpents with emerald eyes..One devouringthe other crowned with golden flowers.",The Two Towers ,human,true
1174,Orc,Let's put a maggot hole in your belly!,The Two Towers ,orc,true
1185,Grima,"Theoden will not stay at Edoras.It's vulnerable. He knows this.,He will expect an attack on the city.,They will flee to Helm's Deep......the great fortress of Rohan.,It is a dangerous road to takethrough the mountains.,They will be slow.,They will have wo",The Two Towers ,human,true
1186,Grima,Helm's Deep has one weakness.Its outer wall is solid rock......but for a small culvertat its base...... which is little more than a drain.,The Two Towers ,human,true
1187,Orc,  Oy!  I'll have your guts if you don't shut this rabble down!    ,The Return of the King ,orc,true
1189,Grima,How? How can fire undo stone?,The Two Towers ,human,true
29,Gollum,No time to lose silly! ,The Return of the King ,hobbit,false
31,Frodo,What about you? ,The Return of the King ,hobbit,false
32,Sam,"Oh no, I'm not hungry, leastways not for lembas bread. ",The Return of the King ,hobbit,false
33,Frodo,Sam! ,The Return of the King ,hobbit,false
34,Frodo,    Aragorn! ,The Return of the King ,hobbit,false
35,Gandalf,    Now come the days of the King. May they be blessed.,The Return of the King ,maiar,false
36,Aragorn,"    This day does not belong to one man, but to all. Let us together rebuild     this world, that we may share in the days of peace. ",The Return of the King ,human,false
37,Aragorn,    Et E'rello Endorenna ut'lien. Sinome maruvan ar Hildinyar tenn' Ambar-metta!    ,The Return of the King ,human,false
38,Aragorn,    Hannon le. ,The Return of the King ,human,false
39,Aragorn,"    My friends, , you bow to     no-one. ",The Return of the King ,human,false
40,Frodo,"    ,And thus     it was a Fourth Age of Middle Earth began. And the Fellowship of the Ring,     though eternally bound by friendship and love was ended.            Thirteen months to the day since Gandalf sent us on our long journey we find     ourselves",The Return of the King ,hobbit,false
41,Frodo,    We were home. ,The Return of the King ,hobbit,false
42,Pippin,    Alright! ,The Return of the King ,hobbit,false
43,Hobbit,    Hey watch the pumpkin.,The Return of the King ,hobbit,false
44,Hobbit,    Goodnight lads. ,The Return of the King ,hobbit,false
45,Sam,"Oh alright, but we don't have that much left. We have to be careful or     we are going to run out. You go ahead and eat that Mr Frodo. I've rationed     it, there should be enough. ",The Return of the King ,hobbit,false
46,Frodo,For what? ,The Return of the King ,hobbit,false
47,Sam,The journey home. ,The Return of the King ,hobbit,false
107,Pippin,"  Well, , that's not  so bad.    ",The Return of the King ,hobbit,false
212,Aragorn,Gandalf.          ,The Two Towers ,human,false
284,Aragorn,"Send out riders, my lord. You must call for aid. ",The Two Towers ,human,false
286,Aragorn,Gondor will answer.,The Two Towers ,human,false
360,Aragorn,Legolas! What do your Elf-eyes see?,The Two Towers ,human,false
490,Frodo,"So was l. ,    ",The Two Towers ,hobbit,false
685,Legolas,"Your friends are with you, Aragorn.      ",The Two Towers ,elf,false
388,Gimli, Just where do you     think you're off to?,The Return of the King ,dwarf,false
1048,Faramir,Nazgul!          ,The Two Towers ,human,false
1119,Faramir,Speak.,The Two Towers ,human,false
1428,Frodo,It's getting heavier.,The Two Towers ,hobbit,false
1630,Gimli,Dead?,The Two Towers ,dwarf,false
1369,Orc,Yes.,The Two Towers ,orc,true
1570,Gimli,"",The Fellowship of the Ring ,dwarf,false
1291,Frodo,Nothing.Just a dream.,The Two Towers ,hobbit,false
1292,Sam,Can you see the bottom?,The Two Towers ,hobbit,false
389,Aragorn,"  Oh, I think he will.    ",The Return of the King ,human,false
390,Gimli,Hmmmm,The Return of the King ,dwarf,false
2083,Treebeard,     ,The Two Towers ,ent,false
391,Legolas, Have you learnt nothing of the stubbornness of     dwarves? ,The Return of the King ,elf,false
2191,Gandalf,Oh really?,The Fellowship of the Ring ,maiar,false
2056,Uruk-Hai,Man-flesh,The Two Towers ,uruk-hai,true
1499,Legolas,  A diversion.    ,The Return of the King ,elf,false
2324,Theoden,"Grima.Grima.,Grima.",The Two Towers ,human,false
1202,Grima,What kind of devicecould bring down the wall? ,The Two Towers ,human,true
1203,Grima,"Even if it is breached, it would takea number beyond reckoning......thousands, to storm the Keep.",The Two Towers ,human,true
1204,Grima,"But, my lord, there is no such force. ",The Two Towers ,human,true
1213,Uruk-Hai,Get a fire going!,The Two Towers ,uruk-hai,true
1219,Grima,"Oh, he must have died sometime in the night. What a tragedy     for the king......to lose his only son and heir.",The Two Towers ,human,true
1220,Grima,That is a lie.Saruman the White has ever beenour friend and ally.,The Two Towers ,human,true
1221,Orc,  Move along scum!     ,The Return of the King ,orc,true
1222,Grima,I understand. His passing is hard to accept. Especially now     that your brother has deserted you.,The Two Towers ,human,true
1223,Grima,"Oh, but you are alone. Who knows what you've spoken to the     darkness ,......in     the bitter watches of the night......when all your life seems to shrink. The     walls of your bower closing in about you. A hutch to trammel some wild thing     in.    ",The Two Towers ,human,true
1224,Grima,"     My lord, Gandalf the Grey is coming. He's a herald of woe.",The Two Towers ,human,true
1225,Grima, He's     not welcome.,The Two Towers ,human,true
1229,Grima,"A just question, my liege. ,Late is the hour......in which this     conjurer chooses to appear., Lathspell I name him.Ill news is an ill guest.",The Two Towers ,human,true
1231,Grima,His staff. I     told you to take the wizard's staff.,The Two Towers ,human,true
1232,Grima,Why do you lay these troubleson an already troubled mind?Can you not see?Your uncle is weariedby your malcontent......your warmongering.,The Two Towers ,human,true
1248,Orc,"  It's going to the Great Eye, along with everything else.    ",The Return of the King ,orc,true
1249,Grima,"You see much, Eomer, son of Eomund.",The Two Towers ,human,true
1250,Orc,  You touch it and I'll stick this blade in your gut!    ,The Return of the King ,orc,true
1251,Grima,Too much.You are banished forthwithfrom the kingdom of Rohan......and all its domainsunder pain of death.,The Two Towers ,human,true
1255,Orc,  Stop your squealing you dunghill rat!    ,The Return of the King ,orc,true
1256,Orc,  I'm gonna bleed you like a stuck pig!    ,The Return of the King ,orc,true
1261,Grima,This order does not come from me.It comes from the king.He signed it this morning.,The Two Towers ,human,true
1262,Grima,"I've only......ever served you, my lord.    ",The Two Towers ,human,true
1264,Grima,Send me not from your sight.,The Two Towers ,human,true
1269,Orc,"But, my lord, there are too many!They cannot all be armed in timewe don't have the means.",The Two Towers ,orc,true
1271,Orc,We don't have enough fuelto feed the fires.,The Two Towers ,orc,true
1304,Orc,    You get back you scum! ,The Return of the King ,orc,true
1305,Orc,    What's this? ,The Return of the King ,orc,true
1306,Orc,    Killed another one has she? ,The Return of the King ,orc,true
1307,Orc,"    No. , This fellow ain't dead.",The Return of the King ,orc,true
1309,Orc,    She jabs him with her stinger and he goes as limp as a boned fish aaa' then she has her way with them. That's how she likes to feed. Fresh blood. Get him to the Tower! ,The Return of the King ,orc,true
1311,Orc,    This scum will be awake in a couple of hours.,The Return of the King ,orc,true
1312,Orc,    Then he'll wish he'd never been born.,The Return of the King ,orc,true
1313,Grima,Get out of my way!,The Two Towers ,human,true
1318,Uruk-Hai,I'm starving.We ain't had nothing but maggoty breadfor three stinking days.,The Two Towers ,uruk-hai,true
1319,Orc,"Yeah!Why can't we have some meat?! ,What about them?They're fresh.",The Two Towers ,orc,true
1320,Uruk-Hai,They are not for eating.,The Two Towers ,uruk-hai,true
1321,Orc,What about their legs?They don't need those.,The Two Towers ,orc,true
1322,Orc,They look tasty. ,The Two Towers ,orc,true
1323,Uruk-Hai,"Get back, scum!The prisoners go to Saruman.Alive and unspoiled.",The Two Towers ,uruk-hai,true
1324,Orc,"Alive? ,Why alive?Do they give good sport?",The Two Towers ,orc,true
1325,Uruk-Hai,They have something.An Elvish weapon.The master wants it for the war.,The Two Towers ,uruk-hai,true
1453,Orc,Just a mouthful......a bit of the flank.,The Two Towers ,orc,true
12,Gollum,Murderer),The Return of the King ,hobbit,false
1454,Uruk-Hai,Looks like meat's back on the menuboys.,The Two Towers ,uruk-hai,true
1456,Orc,Go on.Call for help. Squeal.No one's going to save you now. ,The Two Towers ,orc,true
1545,Orc,Come on!,The Return of the King ,orc,true
1546,Sauron,Build     me an army worthy of Mordor,The Fellowship of the Ring ,maiar,true
1547,Orc,What orders from Mordor my Lord? What does the Eye command?,The Fellowship of the Ring ,orc,true
1549,Orc,The trees are strong my Lord. The roots go deep,The Fellowship of the Ring ,orc,true
1905,Orc,You're lateOur master grows impatient.He wants the Shire-rats now.,The Two Towers ,orc,true
1906,Uruk-Hai,I don't take orders from Orc-maggots.Saruman will have his prize.We will deliver them.,The Two Towers ,uruk-hai,true
1909,Uruk-Hai,"Sick, is he?Give him some medicine, boys!",The Two Towers ,uruk-hai,true
1911,Uruk-Hai,Can't take his draught!,The Two Towers ,uruk-hai,true
1913,Uruk-Hai,Why?You want some?,The Two Towers ,uruk-hai,true
1914,Uruk-Hai,Then keep your mouth shut.,The Two Towers ,uruk-hai,true
2055,Uruk-Hai,What is it? What do you smell?,The Two Towers ,uruk-hai,true
2057,Uruk-Hai,They've picked up our trail.,The Two Towers ,uruk-hai,true
2284,Sauron,Baggins.... Baggins.... Baggins ....Baggins! Baggins!,The Fellowship of the Ring ,maiar,true
2289,Sauron,"You cannot hide! ,I see you!    ,There     is no life in the void , Only death!",The Fellowship of the Ring ,maiar,true
2310,Sauron,I see you!,The Return of the King ,maiar,true
150,Orc,    FIRE! ,The Return of the King ,orc,true
48,Gollum,"Come Hobbitses, very close now. Very close to Mordor. No safe places here. Hurry. ",The Return of the King ,hobbit,false
49,Merry,"It's good. Definitely from the Shire. ,Longbottom leaf eh? ",The Return of the King ,hobbit,false
50,Pippin,"uhh huh , I feel like I'm back at the Green Dragon. ",The Return of the King ,hobbit,false
51,Merry,"Mmmm , Green Dragon! ",The Return of the King ,hobbit,false
52,Pippin,A mug of ale in my hand. Putting my feet up on a settle after a hard     day's work. ,The Return of the King ,hobbit,false
53,Merry,"Only, , you've never done a hard day's work.    ",The Return of the King ,hobbit,false
54,Pippin,Ahaha! ,The Return of the King ,hobbit,false
55,Merry,"Welcome, my lords to Isengard! ",The Return of the King ,hobbit,false
56,Gimli,You young rascals. A merry hunt you've led us on and now we find you     feasting and ' and smoking! ,The Return of the King ,dwarf,false
57,Pippin,    Hmm? ,The Return of the King ,hobbit,false
58,Frodo,"    How do you pick up the threads of an old life? How do you go on, when in     your heart you begin to understand there is no going back? There are some     things that time cannot mend. Some hurts that go too deep, that have taken     hold.",The Return of the King ,hobbit,false
59,Sam,    Mr Frodo? What is it? ,The Return of the King ,hobbit,false
60,Frodo,    It's been four years to the day since Weathertop Sam. It's never really     healed. ,The Return of the King ,hobbit,false
61,Sam,"    , There and Back Again, a Hobbits tale     by Bilbo Baggins and the Lord of the Rings by Frodo Baggins. You finished     it.",The Return of the King ,hobbit,false
62,Frodo,    Not quite. There's room for a little more. ,The Return of the King ,hobbit,false
63,Frodo,"    Bilbo once told me his part in this tale would end. That each of us must     come and go in the telling. Bilbo's story was now over. There would be no     more journeys for him. , save one. ",The Return of the King ,hobbit,false
64,Bilbo,"    Tell me again lad, where are we going?",The Return of the King ,hobbit,false
65,Frodo,    To the harbour Bilbo. The elves have accorded you a special honour. A place     on the last ship to leave Middle Earth. ,The Return of the King ,hobbit,false
66,Bilbo,"    Frodo, any chance of seeing that old Ring of mine again? The one I gave you?",The Return of the King ,hobbit,false
67,Pippin," We are sitting on a field of     victory enjoying a few well earned comforts , The salted pork is particularly good. ",The Return of the King ,hobbit,false
68,Gimli,Salted pork' ,The Return of the King ,dwarf,false
69,Gandalf,Hobbits! ,The Return of the King ,maiar,false
70,Merry,We're under orders from Treebeard who's taken over management of Isengard.        ,The Return of the King ,hobbit,false
71,Treebeard,"Hoooom, young master Gandalf, I'm glad you've come. Wood and water,     stock and stone I can master, but there is a Wizard to manage here locked in     his tower",The Return of the King ,ent,false
72,Aragorn,", Show yourself.    ",The Return of the King ,human,false
73,Gandalf,"Be careful. Even in defeat, Saruman is dangerous. ",The Return of the King ,maiar,false
74,Gimli,Well then let's just have his head and be done with it. ,The Return of the King ,dwarf,false
75,Gandalf,"No, we need him alive. We need him to talk. ",The Return of the King ,maiar,false
76,Saruman,"You have fought many wars and slain many men Theoden King and made peace afterwards. Can we not take counsel together as we once did, my old friend?Can we not have peace you and I?",The Return of the King ,maiar,false
77,Aragorn,Pippin! ,The Return of the King ,human,false
78,Saruman,Gibbets and crows! Dotard! What do you want Gandalf Grahame? Let me guess' the key of Orthanc? Or perhaps the keys of Barad D'r itself? Along with the crowns of the seven Kings and the rods of the Five Wizards! ,The Return of the King ,maiar,false
79,Gandalf,Your treachery has already cost many lives. Thousands more are now at     risk. But you could save them Saruman. You were deep in the enemy's counsel.    ,The Return of the King ,maiar,false
80,Frodo,    I'm sorry uncle. I'm afraid I lost it. ,The Return of the King ,hobbit,false
81,Bilbo,"    Oh, pity. (He sighs.) I would have like to have held it one last time. ",The Return of the King ,hobbit,false
82,Bilbo,    Oh! Well here is a sight I have never seen before. ,The Return of the King ,hobbit,false
83,Aragorn,"  Let the Lord of the Black Land come forth! ,  Let justice be done upon him!     ",The Return of the King ,human,false
84,Elrond,    I Aear c'n ven na mar. ,The Return of the King ,elf,false
1634,Gimli,It's one of their wee belts.,The Two Towers ,dwarf,false
2364,Merry,I wouldn't count on it,The Fellowship of the Ring ,hobbit,false
2365,Merry,Pippin!,The Fellowship of the Ring ,hobbit,false
2366,Gandalf,"They will be. ,     You must come to Minas Tirith by another road. Follow the river. Look to the     black ships. ,     Understand this, things are now in motion that cannot be undone. I ride for     Minas Tirith , and I     wont be going alone.",The Return of the King ,maiar,false
2367,Gandalf,"Of all the Hobbits, Peregrin Took, you are the worst! Hurry! Hurry!",The Return of the King ,maiar,false
2368,Pippin,Where are we going?,The Return of the King ,hobbit,false
2369,Merry,Why did you look? Why do you always have to look?,The Return of the King ,hobbit,false
2370,Pippin,"I don't know, I can't help it.",The Return of the King ,hobbit,false
2371,Merry,You never can!,The Return of the King ,hobbit,false
2372,Pippin,I'm sorry alright? I won't do it again.,The Return of the King ,hobbit,false
2373,Merry,Don't you understand? The enemy thinks you have the ring! He is going to     be looking for you Pip. They have to get you out of here.,The Return of the King ,hobbit,false
2374,Pippin,"And you? You're coming with me? ,     Merry? ",The Return of the King ,hobbit,false
2375,Merry,Come on!,The Return of the King ,hobbit,false
2376,Pippin,How far is Minas Tirith?,The Return of the King ,hobbit,false
2377,Gandalf,Three days ride as the Nazg'l flies. And you'd better hope we don't have     one of those on our tail.,The Return of the King ,maiar,false
2378,Merry,"Here, something for the road. ",The Return of the King ,hobbit,false
2379,Pippin,The last of the Longbottom Leaf? ,The Return of the King ,hobbit,false
2380,Merry,I know you've run out. You smoke too much Pippin.,The Return of the King ,hobbit,false
2381,Pippin,"But, we'll see each other soon?",The Return of the King ,hobbit,false
2382,Pippin,Wont we?,The Return of the King ,hobbit,false
2383,Merry,I don't know! I don't know whats going to happen. ,The Return of the King ,hobbit,false
2384,Pippin,Merry? ,The Return of the King ,hobbit,false
2385,Gandalf,"Run, Shadowfax show us the meaning of haste.",The Return of the King ,maiar,false
2386,Pippin,Merry!,The Return of the King ,hobbit,false
2387,Theoden,Where is Theodred? Where is my son?,The Two Towers ,human,false
2388,Merry,"He's always followed me everywhere I went since before we were tweens. I     would get him into the worst sort of trouble but I was always there to get     him out. Now he's gone. , Just     like Frodo and Sam.",The Return of the King ,hobbit,false
2390,Merry,Foolhardy maybe. He's a Took! ,The Return of the King ,hobbit,false
