id,character,dialogue,movie,race,is_evil
85,Bilbo,    I think I'm quite ready for another adventure. ,The Return of the King ,hobbit,false
1617,Soldiers,Its Mithrandir! The White Rider! ,The Return of the King ,human,false
1120,Faramir,Your bodyguard?,The Two Towers ,human,false
225,Gollum,Orcses' filth. Orcses come in here sometimes. ,The Return of the King ,hobbit,false
362,Aragorn,Saruman.,The Two Towers ,human,false
1258,Frodo,  Sam!    ,The Return of the King ,hobbit,false
30,Sam,Here.,The Return of the King ,hobbit,false
401,Aragorn, Haldir,The Fellowship of the Ring ,human,false
915,Eowyn,I can fight.,The Two Towers ,human,false
984,Sam,Wait! We're innocent travelers!,The Two Towers ,hobbit,false
1041,Faramir,"Cirith Ungol?,    ",The Two Towers ,human,false
1418,Sam,You never know.,The Two Towers ,hobbit,false
1466,Rohirrim,"Make way! ( ,We cannot hold much longer!      ",The Two Towers ,human,false
1467,Rohirrim,Fall back! Fall back!      ,The Two Towers ,human,false
1548,Saruman,We have work to do,The Fellowship of the Ring ,maiar,false
1743,Frodo,Sam!,The Two Towers ,hobbit,false
1904,Pippin,Merry!Merry!,The Two Towers ,hobbit,false
1990,Frodo,"Oh no you dont , Go on    ",The Fellowship of the Ring ,hobbit,false
2176,Pippin,Why are they still guarding it? ,The Return of the King ,hobbit,false
2309,Legolas,He is here!,The Return of the King ,elf,false
86,Gandalf,"    Farewell my brave Hobbits. , My work is now finished.    ,Here at last, on the     shores of the sea, comes the end of our Fellowship. , I will not say do not weep for not all     tears are an evil. , It is time Frodo.    ",The Return of the King ,maiar,false
87,Sam,    What does he mean? ,The Return of the King ,hobbit,false
88,Frodo,"    We set out to save the Shire Sam and it has been saved, but not for me. ",The Return of the King ,hobbit,false
89,Sam,"    , You don't mean that. You can't     leave.",The Return of the King ,hobbit,false
90,Frodo,    The last pages are for you Sam. ,The Return of the King ,hobbit,false
91,Saruman,"So you have come here for information. I have some for you.    ,Something festers in the heart of Middle Earth. Something that you have failed to see. But the great eye has seen it! Even now he presses his advantage. His attack will come soon.     ,     Y",The Return of the King ,maiar,false
112,Aragorn,Brego! ,The Return of the King ,human,false
143,Sam,"  Get off of me! ,  Nobody pushes me you filthy maggot!    ,  Get off of me!    ",The Return of the King ,hobbit,false
144,Gandalf,     Retreat! The city is breached. Fall back to the second level. Get the     women and children out. Get them out. Retreat. ,The Return of the King ,maiar,false
145,Aragorn,"I am Isildur's heir. Fight for me and I will hold your oaths fulfilled.    ,What say you?    ",The Return of the King ,human,false
149,Frodo,    Go Sam.  Now!     ,The Return of the King ,hobbit,false
152,Frodo,  I can't!  I can't' I can't manage the Ring Sam.  It's' it's' such a weight to carry.  It's such a weight.        ,The Return of the King ,hobbit,false
153,Aragorn,"You have my word! Fight and I will release you from this living death!    , What say you? ",The Return of the King ,human,false
154,Gandalf,    Fight! Fight to the last man. Fight for your lives. ,The Return of the King ,maiar,false
155,Pippin,"    Gandalf! ,     Gandalf! Denethor has lost his mind. He's burning Faramir alive! ",The Return of the King ,hobbit,false
156,Gandalf,    Up! Quickly! ,The Return of the King ,maiar,false
157,Gandalf,"    ,     Go back to the abyss! Fall into the nothingness that awaits you and your     master! ",The Return of the King ,maiar,false
159,Pippin,    Gandalf! ,The Return of the King ,hobbit,false
160,Pippin,"    AAAAhhh! , ",The Return of the King ,hobbit,false
205,Orc,Stay where you are! ,The Return of the King ,orc,true
232,Aragorn,What?      ,The Two Towers ,human,false
206,Aragorn,"Nan Barad! Nan Barad! , Haldir, nan Barad! (",The Two Towers ,human,false
207,Gandalf,    Stay this madness! ,The Return of the King ,maiar,false
208,Aragorn,Haldir!      ,The Two Towers ,human,false
1579,Sam,This looks strangely familiar.,The Two Towers ,hobbit,false
1580,Frodo,It's because we've been here before.We're going in circles.,The Two Towers ,hobbit,false
1581,Sam,What is that horrid stink?I warrant there's a nasty bog nearby. Can you smell it?,The Two Towers ,hobbit,false
1582,Frodo,Yes.....I can smell it.................We're not alone.,The Two Towers ,hobbit,false
1583,Gollum,"The thieves............... The thieves.The filthy little thieves.Where is it?.............Where is it?They stole it from us.............My precious.........Curse them, we hates them!It's ours, it is, and we wants it!",The Two Towers ,hobbit,false
1584,Frodo,"This is Sting.You've seen it before......haven't you, Gollum?Release him or I'll cut your throat.",The Two Towers ,hobbit,false
1585,Gollum,Yessssss,The Two Towers ,hobbit,false
1586,Gollum,It burns!It burns us!It freezes!Nasty Elves twisted it.,The Two Towers ,hobbit,false
1587,Gollum,Take it off us!,The Two Towers ,hobbit,false
1589,Gollum,No!That would kill us! Kill us!,The Two Towers ,hobbit,false
1590,Sam,It's no more than you deserve!,The Two Towers ,hobbit,false
1591,Frodo,"Maybe he does deserve to die.But now that I see him, I do pity him.",The Two Towers ,hobbit,false
1592,Gollum,We be nice to themif they be nice to us.Take it off us.We swears to do what you wants................We swears.,The Two Towers ,hobbit,false
1593,Sam,"Mr Frodo ? , Frodo! Frodo!     , I thought I'd lost you",The Fellowship of the Ring ,hobbit,false
1594,Frodo,What are you talking about ?,The Fellowship of the Ring ,hobbit,false
1595,Sam,It's just something Gandalf said. ,The Fellowship of the Ring ,hobbit,false
1596,Frodo,What did he say?,The Fellowship of the Ring ,hobbit,false
1597,Gandalf,The Fellowship awaits the Ringbearer. ,The Fellowship of the Ring ,maiar,false
1598,Frodo,"Mordor, Gandalf, is it left or right ?",The Fellowship of the Ring ,hobbit,false
1599,Gandalf,     Left.,The Fellowship of the Ring ,maiar,false
1600,Gandalf,From the lowest dungeonto the highest peak...... I fought with the Balrogof Morgoth.,The Two Towers ,maiar,false
1601,Soldiers,Watch out! ,The Return of the King ,human,false
1603,Merry,You look good Pippin,The Fellowship of the Ring ,hobbit,false
1604,Pippin,     Thanks ,The Fellowship of the Ring ,hobbit,false
1605,Gimli," If     anyone was to ask for my opinion, which I note that they're not, I'd say     that we were taking the long way round. Gandalf, we could pass through the     Mines of Moria. My cousin Balin would give us a royal welcome. ",The Fellowship of the Ring ,dwarf,false
1606,Gandalf,"No Gimli, I would not take the road through Moria unless I     had no other choice.",The Fellowship of the Ring ,maiar,false
1607,Pippin,ARGH!,The Fellowship of the Ring ,hobbit,false
1608,Soldiers,Double up men! ,The Return of the King ,human,false
1609,Merry,Get him! ,The Fellowship of the Ring ,hobbit,false
1610,Pippin,"For the Shire. Hold him, hold him down Merry!    ",The Fellowship of the Ring ,hobbit,false
1611,Soldiers,"What's happening, where is he going? I don't understand. (, Lord Aragorn! Why does     he leave on the eve of battle? ",The Return of the King ,human,false
1612,Soldiers,Nazg'l!,The Return of the King ,human,false
1613,Arwen," Your time     will come. You will face the same evil and you will defeat it     A si i-Dh'ath '-orthor, Aragorn. ' or le a ' or nin. ",The Fellowship of the Ring ,elf,false
1614,Arwen,"Renech i lu i erui govannen? (,)",The Fellowship of the Ring ,elf,false
1615,Soldiers,"Keep going. It's the Nazgul. Take cover my lord.    ,     It's coming. ",The Return of the King ,human,false
1616,Arwen,"Gwenwin in enninath...U-arnech in naeth i si celich. (,) Renech i beth i     pennen? ",The Fellowship of the Ring ,elf,false
1618,Arwen,and to that I hold. I would rather share one lifetime     with you than face all the ages of this world alone ,The Fellowship of the Ring ,elf,false
1619,Arwen,I choose a mortal life,The Fellowship of the Ring ,elf,false
1620,Soldiers,Pull!,The Return of the King ,human,false
1621,Arwen,It is mine to give to whom I will. Like my heart    ,The Fellowship of the Ring ,elf,false
1622,Elrond,"Strangers from distant lands, friends of old. You have     been summoned here to answer the threat of Mordor. Middle Earth stands     upon the brink of destruction. None can escape it. You will     unite or you will fall. Each race is bound to t",The Fellowship of the Ring ,elf,false
1623,Soldiers,Where are Theoden's riders?,The Return of the King ,human,false
1624,Soldiers,Will Rohan's army come? Mithrandir?,The Return of the King ,human,false
1625,Soldiers,Watch out!          ,The Two Towers ,human,false
1626,Soldiers,Brace the gate!      ,The Two Towers ,human,false
1627,Gimli,But there were two Hobbits.Did you see two Hobbits with them?,The Two Towers ,dwarf,false
1628,Soldiers,Hold them!      ,The Two Towers ,human,false
1631,Soldiers,Follow me to the barricade.      ,The Two Towers ,human,false
1632,Soldiers,Watch our backs!      ,The Two Towers ,human,false
277,Aragorn,It is an army bred for a single purpose: To destroy the world of Men.     They will be here by nightfall.,The Two Towers ,human,false
279,Gimli,What is it? What do you see? ,The Return of the King ,dwarf,false
343,Aragorn,I was raised in Rivendell......for a time.Turn this fellow free. He's     seen enough of war.,The Two Towers ,human,false
344,Aragorn,    Legolas!    ,The Return of the King ,human,false
345,Aragorn,Their pace has quickened.They must have caught our scent.Hurry!,The Two Towers ,human,false
346,Aragorn,Not idly do the leaves of Lorien fall.,The Two Towers ,human,false
347,Aragorn,Less than a day ahead of us. Come.,The Two Towers ,human,false
348,Gandalf,"Hold them back, do not give in to fear. Stand to your posts. Fight! ",The Return of the King ,maiar,false
1154,Sam,No.,The Two Towers ,hobbit,false
423,Aragorn,Aaaaagh!,The Two Towers ,human,false
465,Aragorn,Frodo! ,The Fellowship of the Ring ,human,false
466,Pippin," well, yes. At least well     enough for my own people. But we have no songs for great halls and evil     times.",The Return of the King ,hobbit,false
467,Gandalf,"Sauron's wrath will be terrible, his retribution swift.          ",The Two Towers ,maiar,false
468,Gandalf,The battle for Helm's Deep is over. The battle for Middle-earth is about to begin.          ,The Two Towers ,maiar,false
485,Frodo,What?          ,The Two Towers ,hobbit,false
530,Aragorn,It cannot be.,The Two Towers ,human,false
110,Witch-King,    Feast on his flesh.    ,The Return of the King ,ringwraith,true
126,Witch-King,  Do not come between the Nazg'l and his prey.    ,The Return of the King ,ringwraith,true
603,Orc,  I don't take orders from stinking Morgul-rats!    ,The Return of the King ,orc,true
725,Denethor,Rohan has deserted us! ,The Return of the King ,human,false
98,Aragorn,You will not enter Gondor,The Return of the King ,human,false
99,Saruman,Free? He will never be free!,The Return of the King ,maiar,false
100,Aragorn,"Legolas, fire a warning shot past the boson's ear. ",The Return of the King ,human,false
101,Frodo,"    My dear Sam, you cannot always be torn in two. , You will     have to be one and whole for many years. You have so much to enjoy and to be     and to do. Your part in the story will go on. ",The Return of the King ,hobbit,false
102,Sam,"    Well, I'm back.",The Return of the King ,hobbit,false
103,Pippin,    I didn't think it would end this way. ,The Return of the King ,hobbit,false
104,Gandalf,"  End?  No, the journey doesn't end here.  Death is just another path, one that we all must take.    ,  The grey rain curtain of this world rolls back and all turns to silvered glass.  And then you see it.    ",The Return of the King ,maiar,false
105,Pippin,  What?  Gandalf?  See what?    ,The Return of the King ,hobbit,false
106,Gandalf,"  White shores and beyond,  a far green country under a swift sunrise.     ",The Return of the King ,maiar,false
108,Gandalf,  No.  No it isn't.    ,The Return of the King ,maiar,false
109,Aragorn,    I do not believe it.  I will not.    ,The Return of the King ,human,false
111,Aragorn,This army. ,The Return of the King ,human,false
113,Aragorn,I do not fear death! ,The Return of the King ,human,false
114,Aragorn,Do not look down. ,The Return of the King ,human,false
115,Aragorn,One who will have your allegiance. ,The Return of the King ,human,false
116,Sam,"  Look!  The Orcs, they're moving off!    ",The Return of the King ,hobbit,false
117,Saruman,Get down cur! ,The Return of the King ,maiar,false
118,Aragorn,You will suffer me! ,The Return of the King ,human,false
119,Gandalf,Saruman! You were deep in the enemy's counsel. Tell us what you know! ,The Return of the King ,maiar,false
120,Saruman,You withdraw your guard and I will tell you where your doom will be     decided. I will not be held prisoner here! ,The Return of the King ,maiar,false
121,Gandalf,Send word to all our allies and to every corner of Middle Earth that     still stands free. The enemy moves against us. We need to know where he will     strike. ,The Return of the King ,maiar,false
122,Treebeard,"The filth of Saruman is washing away. Trees will come back to live here. ,Young trees. Wild trees. ",The Return of the King ,ent,false
123,Aragorn, I summon you to     fulfil your oath! ,The Return of the King ,human,false
124,Treebeard,Bless my bark! ,The Return of the King ,ent,false
125,Gandalf,Peregrin Took. I'll take that my lad! Quickly now! ,The Return of the King ,maiar,false
128,Gimli,"  There's plenty for the both of us, may be best Dwarf win!    ",The Return of the King ,dwarf,false
130,Aragorn,"It has been remade. ,     Fight for us and regain your honour. What say you? ,What say you?",The Return of the King ,human,false
131,Sam,  You see Mr Frodo some luck at last!    ,The Return of the King ,hobbit,false
137,Frodo,  Sam!  Help me!    ,The Return of the King ,hobbit,false
138,Sam,  Mr Frodo!     ,The Return of the King ,hobbit,false
139,Sam,  Stand up Mr Frodo.  Stand up!    ,The Return of the King ,hobbit,false
140,Frodo,  It's so heavy!    ,The Return of the King ,hobbit,false
141,Sam,"  Oh no!  What do I do? ,  What do I do?    ",The Return of the King ,hobbit,false
142,Frodo, Hit me!  Hit me Sam!  Start fighting!    ,The Return of the King ,hobbit,false
162,Sam,"    ,  We're going that way, straight as we can.  There's no point carrying anything we're not sure to need.    ",The Return of the King ,hobbit,false
163,Sam,"  Mr Frodo, look. ,  There is light and beauty up there that no shadow can touch.     ",The Return of the King ,hobbit,false
164,Sam,"  Take mine. ,  There's a few drops left.    ",The Return of the King ,hobbit,false
165,Frodo,  There will be none left for the return journey.    ,The Return of the King ,hobbit,false
166,Sam,  I don't think there will be a return journey Mr Frodo.    ,The Return of the King ,hobbit,false
167,Sam,"  Frodo, get down! ,  Hide!    ",The Return of the King ,hobbit,false
168,Sam,    Frodo!    ,The Return of the King ,hobbit,false
169,Pippin,  Where are they?    ,The Return of the King ,hobbit,false
170,Aragorn,Out! ,The Return of the King ,human,false
173,Gandalf,"  We do not come to treat with Sauron, faithless and accursed.    Tell your master this.  The armies of Mordor must disband.  He is to depart these lands, never to return.    ",The Return of the King ,maiar,false
174,Aragorn,Legolas! Run! ,The Return of the King ,human,false
176,Aragorn,Six thousand will not be enough to break the lines of Mordor. ,The Return of the King ,human,false
177,Aragorn,"Every hour lost hastens Gondor's defeat. , We have until dawn then we must ride. ",The Return of the King ,human,false
178,Aragorn, My lord Elrond,The Return of the King ,human,false
179,Aragorn,"It will not be our end, but his. ",The Return of the King ,human,false
180,Aragorn,There are none.,The Return of the King ,human,false
392,Gimli,You might as well accept it. We're going with you laddie. Aragorn     smiles.,The Return of the King ,dwarf,false
658,Boromir,and what would a     ranger know of this matter ?,The Fellowship of the Ring ,human,false
454,Sam,"I don't want to keep it. , I just want to help. ",The Return of the King ,hobbit,false
455,Gollum,See? See? He wants it for himself. ,The Return of the King ,hobbit,false
456,Sam,"Shut up you! , Go away! Get     out of here!",The Return of the King ,hobbit,false
457,Frodo,"No Sam! It's you! ,     I'm sorry Sam. ",The Return of the King ,hobbit,false
458,Sam, But he's a liar! He's poisoned     you against me. ,The Return of the King ,hobbit,false
459,Frodo,You can't help me any more. ,The Return of the King ,hobbit,false
460,Sam,You don't mean that. ,The Return of the King ,hobbit,false
461,Frodo,Go home. ,The Return of the King ,hobbit,false
462,Gandalf," Faramir! Faramir!    , Your     father's will has turned to madness. Do not throw away your life so     rashly. ",The Return of the King ,maiar,false
463,Aragorn, Frodo! Take     cover!,The Fellowship of the Ring ,human,false
469,Gandalf,(looking back out to Mordor) All our hopes now lie with two little Hobbits...          ,The Two Towers ,maiar,false
470,Aragorn,Boromir ,The Fellowship of the Ring ,human,false
471,Gandalf,And then the pass of Cirith Ungol.,The Return of the King ,maiar,false
472,Pippin,What does that mean? What's wrong? He looks at Gandalf.,The Return of the King ,hobbit,false
473,Gandalf,Faramir tell me everything. Tell me all you know. ,The Return of the King ,maiar,false
474,Aragorn," Boromir!    ,     Give the Ring to Frodo ",The Fellowship of the Ring ,human,false
475,Aragorn,"You cannot wield it. None of us can    ,The One Ring     answers to Sauron alone. It has no other master",The Fellowship of the Ring ,human,false
476,Aragorn,"Havo dad, Legolas (,.)",The Fellowship of the Ring ,human,false
477,Aragorn,A Hobbit lay here.And the other.,The Two Towers ,human,false
478,Aragorn,They crawled. Their hands were bound.,The Two Towers ,human,false
479,Aragorn,Their bonds were cut.,The Two Towers ,human,false
480,Aragorn,They ran over here. They were followed ,The Two Towers ,human,false
481,Pippin,"Home is behind, The world ahead, , And     there are many paths to tread, Through shadow, to the edge of night    ,     Until the stars are all alight., Mist and shadow     cloud and shade, All shall fade, All shall , 'fade.    ",The Return of the King ,hobbit,false
484,Sam,I wonder if we'll ever be put into songs or tales.    ,The Two Towers ,hobbit,false
486,Sam,"I wonder if people will ever say,      ""Let's hear about Frodo and the Ring.""      And they'll say,      ""Yes! That's one of my favourite stories.""      ""Frodo was really courageous, wasn't he, Dad? ""      ""Yes, my boy. ,The most famousest of Hobbits.    ",The Two Towers ,hobbit,false
487,Frodo,"Well, you've left out one of the chief characters:      ""Samwise the Brave.""      I want to hear more about Sam.          ",The Two Towers ,hobbit,false
488,Frodo,Frodo wouldn't have got far      without Sam.          ,The Two Towers ,hobbit,false
489,Sam,"Now, Mr. Frodo, you shouldn't make fun. I was being serious.          ",The Two Towers ,hobbit,false
491,Sam,"""Samwise the Brave.""     ",The Two Towers ,hobbit,false
492,Frodo,Smeagol?          ,The Two Towers ,hobbit,false
493,Sam,"We're not going to wait for you. Come on.,    ",The Two Towers ,hobbit,false
494,Smeagol,"Master. Master looks after us. ,Master wouldn't hurt us.          ",The Two Towers ,hobbit,false
495,Gollum,Master broke his promise.          ,The Two Towers ,hobbit,false
496,Smeagol,"Don't ask Smeagol. Poor, poor Smeagol.          ",The Two Towers ,hobbit,false
497,Gollum,"Master betrayed us. Wicked. Tricksy. False. ,We ought to wring his filthy little neck.,Kill him! Kill him! Kill them both! ,And then we take the precious......and we be the master!          ",The Two Towers ,hobbit,false
498,Aragorn,...into Fangorn Forest.,The Two Towers ,human,false
499,Aragorn,Wait.,The Two Towers ,human,false
500,Aragorn,Man cenich? ,The Two Towers ,human,false
501,Aragorn,Do not let him speak.He will put a spell on us.,The Two Towers ,human,false
502,Aragorn,We must be quick.,The Two Towers ,human,false
503,Gollum,Careful master! Careful. Very far to fall. Very dangerous are the     stairs. ,The Return of the King ,hobbit,false
504,Gollum,Come master. ,The Return of the King ,hobbit,false
505,Gollum,Come to Smeagol.,The Return of the King ,hobbit,false
506,Sam,"Mr Frodo! , Get back     you! Don't touch him. ",The Return of the King ,hobbit,false
507,Gollum,"Why does he hates poor Smeagol? What has Smeagol ever done to him?     Master? ,Master carries a heavy     burden Smeagol knows, heavy heavy burden. Fat one cannot know. , He wants it. He needs     it. Smeagol sees it in his eye. , Very ",The Return of the King ,hobbit,false
509,Smeagol,"But the fat Hobbit, he knows.      Eyes always watching.          ",The Two Towers ,hobbit,false
510,Gollum,      Then we stabs them out. Put out his eyeses and make him crawl.          ,The Two Towers ,hobbit,false
511,Smeagol,Yes. Yes. Yes.          ,The Two Towers ,hobbit,false
512,Gollum,Kill them both.          ,The Two Towers ,hobbit,false
513,Smeagol,"Yes. , No! No! ,It's too risky. It's too risky.          ",The Two Towers ,hobbit,false
514,Sam,"Where is he? Where has he gone? Hey, Gollum! Where are you?          ",The Two Towers ,hobbit,false
515,Frodo,Smeagol?          ,The Two Towers ,hobbit,false
516,Gollum,"We could let , do it.          ",The Two Towers ,hobbit,false
517,Smeagol,Yes. She could do it.          ,The Two Towers ,hobbit,false
518,Gollum,"Yes, precious, she could. And then we takes it once they're dead.          ",The Two Towers ,hobbit,false
519,Smeagol,"Once they're dead. ,Ssssssssssssssh!          ",The Two Towers ,hobbit,false
127,Orc,"  Late as usual, pirate scum. ,  There's knifework here needs doing. Come on you sea rats, get off your ships.    ",The Return of the King ,orc,true
770,Eomer,    Flank ready!,The Return of the King ,human,false
827,Sam,Spies? Now wait just a minute.,The Two Towers ,hobbit,false
590,Aragorn,Pull!,The Fellowship of the Ring ,human,false
591,Aragorn,Are you frightened?,The Fellowship of the Ring ,human,false
592,Aragorn,Not nearly frightened enough. I know what hunts you. ,The Fellowship of the Ring ,human,false
593,Aragorn, You have a     stout heart little hobbit! But that will not save you. You can no     longer wait for the wizard Frodo. They're coming,The Fellowship of the Ring ,human,false
594,Aragorn,"They were once men. Great Kings of Men. The Sauron     the Deciever gave to them nine rings of power. Blinded by their greed     they took them without question. One by one falling into darkness    ,Now they are slaves to his will. They are     the Na",The Fellowship of the Ring ,human,false
568,Sam,"Mr. Frodo didn't mean for them Rangers to hurt you. You know that, don't you?      He was trying to save you, see?          ",The Two Towers ,hobbit,false
595,Gimli,What are you doing? What are you stopping for?      ,The Two Towers ,dwarf,false
596,Elf,Nan Barad! (To the Keep!)      ,The Two Towers ,elf,false
597,Aragorn,Into the wild,The Fellowship of the Ring ,human,false
598,Aragorn,I will go!,The Return of the King ,human,false
599,Aragorn,They must be warned!,The Return of the King ,human,false
600,Aragorn,To Rivendell Master Gamgee. To the House of Elrond.    ,The Fellowship of the Ring ,human,false
601,Aragorn,Gentlemen! We do not stop 'til nightfall,The Fellowship of the Ring ,human,false
602,Gimli,The sun is rising.          ,The Two Towers ,dwarf,false
604,Aragorn, You've     already had it,The Fellowship of the Ring ,human,false
605,Gimli,"Yes!,    ",The Two Towers ,dwarf,false
606,Aragorn,Merry! ,The Return of the King ,human,false
607,Aragorn,One thing I've learnt about Hobbits: They are a most hardy folk.,The Return of the King ,human,false
610,Gandalf," Theoden King stands alone.,          ",The Two Towers ,maiar,false
611,Boromir,"This city was once the jewel of our kingdom. A place of light and beauty     and music. And so it shall be once more! ,Let the armies of Mordor know this:     Never again will the land of my people fall into enemy hands.    ,This city of Osgiliath has bee",The Two Towers ,human,false
612,Boromir,For Gondor!,The Two Towers ,human,false
613,Boromir,For Gondor!,The Two Towers ,human,false
614,Boromir,Leaves more time for drinking!     Break out the ale! These men are thirsty!    ,The Two Towers ,human,false
615,Boromir,"Remember today, little brother. Today, life is good.",The Two Towers ,human,false
616,Boromir,What?,The Two Towers ,human,false
617,Boromir," One moment of peace, can he not give us that?",The Two Towers ,human,false
618,Boromir,    Father!,The Two Towers ,human,false
619,Boromir,They exaggerate. The victory belongs to Faramir also. ,The Two Towers ,human,false
620,Gimli,Come on. We can take them.      ,The Two Towers ,dwarf,false
621,Boromir,"You give him no credit, and yet he tries to do your will.",The Two Towers ,human,false
622,Gimli,Toss me.      ,The Two Towers ,dwarf,false
623,Boromir,"He loves you, Father.",The Two Towers ,human,false
624,Boromir,The One Ring. lsildur's     Bane.,The Two Towers ,human,false
625,Boromir, Gondor.,The Two Towers ,human,false
626,Pippin,Yes!          ,The Two Towers ,hobbit,false
627,Treebeard,A hit. A fine hit.          ,The Two Towers ,ent,false
628,Treebeard,Break the dam! Release the river!          ,The Two Towers ,ent,false
629,Merry,Pippin! Hold on!          ,The Two Towers ,hobbit,false
630,Treebeard,"Hold on, little Hobbits.          ",The Two Towers ,ent,false
631,Sam,What are you doing?          ,The Two Towers ,hobbit,false
632,Sam,Where are you going?          ,The Two Towers ,hobbit,false
633,Sam,It's me. It's your Sam. Don't you know your Sam?          ,The Two Towers ,hobbit,false
688,Gimli,What's happening out there?      ,The Two Towers ,dwarf,false
634,Boromir,"No. My place is here with     my people. ,Not in Rivendell.",The Two Towers ,human,false
635,Gimli,I cannot jump the distance! You'll have to toss me!      ,The Two Towers ,dwarf,false
636,Gimli, Don't tell the Elf.      ,The Two Towers ,dwarf,false
637,Boromir,"Remember today, little brother. ",The Two Towers ,human,false
638,Boromir,You are no elf,The Fellowship of the Ring ,human,false
639,Boromir, Who are you ?,The Fellowship of the Ring ,human,false
640,Boromir," Then we are here on a     common purpose , friend.",The Fellowship of the Ring ,human,false
641,Boromir,"The shards of Narsil , The blade that cut the Ring from     Sauron's hand , Ah! ,Its still sharp , but no more than a broken heirloom    ",The Fellowship of the Ring ,human,false
642,Boromir,"Good, very good. ",The Fellowship of the Ring ,human,false
643,Boromir,Sorry! ,The Fellowship of the Ring ,human,false
644,Boromir, So     it's true ,The Fellowship of the Ring ,human,false
645,Boromir,"In a dream , I saw the Eastern sky grow dark ,In the West a pale light lingered A     voice was crying, your doom is near at hand , Isildur's bane is found    , Isildur's Bane",The Fellowship of the Ring ,human,false
646,Legolas,Aragorn!      ,The Two Towers ,elf,false
647,Boromir,Its moving fast.... against the wind,The Fellowship of the Ring ,human,false
648,Boromir,Hurry!,The Fellowship of the Ring ,human,false
649,Frodo,"I can't do this, Sam.          ",The Two Towers ,hobbit,false
650,Sam,"I know. It's all wrong.      ,By rights, we shouldn't even be here.      But we are. It's like in the great stories, Mr. Frodo. The ones that really mattered.      ,Full of darkness and danger they were.      And sometimes you didn't want to know the end.",The Two Towers ,hobbit,false
129,Witch-King,  You fool!  No man can kill me.  Die now!    ,The Return of the King ,ringwraith,true
961,Sam,Why?,The Two Towers ,hobbit,false
132,Orc,"  Move it, you slugs!    ",The Return of the King ,orc,true
1000,Legolas,"(,You lie.",The Two Towers ,elf,false
1024,Faramir,No. ,The Return of the King ,human,false
133,Orc,  Come on!  Faster!    ,The Return of the King ,orc,true
1061,Faramir,Hurry.      ,The Two Towers ,human,false
1071,Gollum,Master says to show himthe way into Mordor.So good Smeagol doesmaster says so.,The Two Towers ,hobbit,false
1072,Frodo,I did.,The Two Towers ,hobbit,false
1073,Sam,"That's it, then.We can't get past that.",The Two Towers ,hobbit,false
1137,Sam,    AAAAAAAAAhhhhhhhhhh!,The Return of the King ,hobbit,false
1138,Gollum,    AAAAAHH,The Return of the King ,hobbit,false
1139,Sam,"    , Frodo!",The Return of the King ,hobbit,false
1140,Gollum,Master!,The Two Towers ,hobbit,false
1141,Frodo,"I do not ask you to come with me, Sam.",The Two Towers ,hobbit,false
1142,Sam,"I know, Mr. Frodo.I doubt even these Elvish cloakswill hide us in there.",The Two Towers ,hobbit,false
1143,Frodo,Now!,The Two Towers ,hobbit,false
1144,Gollum,"No!No! No, master!They catch you! They catch you!Don't take it to him.He wants the precious.Always he is looking for it.And the precious is wantingto go back to him.But we mustn't let him have it.",The Two Towers ,hobbit,false
1145,Gollum,"No! , There's another way.More secret. A dark way.",The Two Towers ,hobbit,false
1146,Sam,Why haven't you spoken of this before?,The Two Towers ,hobbit,false
1147,Gollum,Because master did not ask.,The Two Towers ,hobbit,false
1148,Sam,He's up to something.,The Two Towers ,hobbit,false
1149,Frodo,Are you saying there's another wayinto Mordor?,The Two Towers ,hobbit,false
1150,Gollum,Yes. There's a path......and some stairs.And then......a tunnel.,The Two Towers ,hobbit,false
1151,Frodo,"He's led us this far, Sam.",The Two Towers ,hobbit,false
1152,Sam,"Mr. Frodo, no.",The Two Towers ,hobbit,false
1153,Frodo,He's been true to his word.,The Two Towers ,hobbit,false
1212,Orc,We're not going no further......until we've had a breather.,The Two Towers ,orc,true
1207,Gandalf,"    Volley! , Fire! ",The Return of the King ,maiar,false
1208,Sam,"    Let him go, you filth! Let him go! ",The Return of the King ,hobbit,false
1209,Sam,"    You will not touch him again! , Come on then, finish it! ",The Return of the King ,hobbit,false
1210,Gimli,Keep breathing. That's the key.Breathe.,The Two Towers ,dwarf,false
1211,Legolas,They've run as if the very whipsof their masters were behind them.,The Two Towers ,elf,false
1214,Pippin,Merry!Merry!,The Two Towers ,hobbit,false
1215,Merry,"I think we might have made a mistakeleaving the Shire, Pippin.",The Two Towers ,hobbit,false
1216,Pippin,What's making that noise?,The Two Towers ,hobbit,false
1217,Merry,It's the trees.,The Two Towers ,hobbit,false
1218,Gandalf,"Peregrin Took my lad, there is a task now to be done. Another     opportunity for one of the Shire folk to prove their great worth.    , You must not fail me.    ",The Return of the King ,maiar,false
1226,King Of The Dead,  Release us!    ,The Return of the King ,undead,false
1227,Gimli,"  Bad idea!  Very handy in a tight spot these lads, despite the fact they're dead.    ",The Return of the King ,dwarf,false
1228,King Of The Dead,  You gave us your word!    ,The Return of the King ,undead,false
1230,Pippin,  Merry!    ,The Return of the King ,hobbit,false
1233,Frodo,"Lead the way, Smeagol.",The Two Towers ,hobbit,false
1234,Gollum,Good Smeagol always helps.,The Two Towers ,hobbit,false
1235,Merry,Hello?Treebeard?Where has he gone?,The Two Towers ,hobbit,false
